arxiv_id,concept_iri,canonical_label,usage_context,extraction_rule
2606.19112v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2,Algebra,"Post-Carroll Algebra, Conformal Extensions, and Field Theories By incorporating leading $c\,$-dependent corrections to the Carroll",MathEntRuler lexical concept match
2606.19109v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E847,Set,"region of attraction of the constrained model is exactly characterized by the 1-sublevel set of the jointly learned Lyapunov function, and we derive conditions under which it approximates the true regio",MathEntRuler lexical concept match
2606.19109v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1505,Function,"odel dynamics are constrained by the gradient field of a jointly learned maximal Lyapunov function. Under this constraint, we show that exponentially stable dynamics can be approximated arbitrarily well withi",MathEntRuler lexical concept match
2606.19109v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1168,Line,true region of attraction arbitrarily well. We validate the approach experimentally on nonlinear systems with nonconvex regions of attraction.,MathEntRuler lexical concept match
2606.19109v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1374,Join,"ction from trajectory data. The model dynamics are constrained by the gradient field of a jointly learned maximal Lyapunov function. Under this constraint, we show that exponentially stable dynamics can b",MathEntRuler lexical concept match
2606.19109v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1700,Gradient,"the region of attraction from trajectory data. The model dynamics are constrained by the gradient field of a jointly learned maximal Lyapunov function. Under this constraint, we show that exponentially stabl",MathEntRuler lexical concept match
2606.19095v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1703,Matrix,having Almost Commutative Terwilliger algebras Terwilliger algebras are subalgebras of a matrix algebra constructed from an association scheme. Rie Tanaka defined what it means for a Terwilliger algebra to,MathEntRuler lexical concept match
2606.19095v1,http://example.org/mathkg/Mean,Mean,as of a matrix algebra constructed from an association scheme. Rie Tanaka defined what it means for a Terwilliger algebra to be almost commutative and gave five equivalent conditions in the case where the,MathEntRuler lexical concept match
2606.19095v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1405,Morphism,"lliger algebra for a finite cyclic group. In particular, we show that the subgroup of automorphisms used to form the orbit Schur ring is either trivial, or the whole automorphism group when the cyclic group h",MathEntRuler lexical concept match
2606.19095v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2145,Group,Schur rings over cyclic groups having Almost Commutative Terwilliger algebras Terwilliger algebras are subalgebras of a matrix algebra cons,MathEntRuler lexical concept match
2606.19095v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2158,Automorphism group,"bgroup of automorphisms used to form the orbit Schur ring is either trivial, or the whole automorphism group when the cyclic group has prime power order. If the cyclic group has order $2^n$, these are the only options.",MathEntRuler lexical concept match
2606.19095v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1351,Wedge product,from the trivial subgroup of the automorphism group. We then give a condition for when a wedge product of Schur rings produces an almost commutative Terwilliger algebra. This allows us to determine exactly when a,MathEntRuler lexical concept match
2606.19095v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1368,Orbit,"commutative has since been discovered. In this paper we first provide a classification of orbit Schur rings that produce an almost commutative Terwilliger algebra for a finite cyclic group. In particular,",MathEntRuler lexical concept match
2606.19095v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2,Algebra,Schur rings over cyclic groups having Almost Commutative Terwilliger algebras Terwilliger algebras are subalgebras of a matrix algebra constructed from an association scheme. Rie Tanaka,MathEntRuler lexical concept match
2606.19095v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2271,Ring,Schur rings over cyclic groups having Almost Commutative Terwilliger algebras Terwilliger algebras are subalgebras of a,MathEntRuler lexical concept match
2606.19084v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1505,Function,Optimal score function estimation via derivatives constraints We consider the problem of score function estimation via empirical ris,MathEntRuler lexical concept match
2606.19084v1,http://example.org/mathkg/Derivative,Derivative,Optimal score function estimation via derivatives constraints We consider the problem of score function estimation via empirical risk minimization. We first s,MathEntRuler lexical concept match
2606.19084v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2410,Probability,risk minimization. We first start with the question of inferring the score function of a probability measure $μ$ with density on the flat torus from a sample of distribution $μ$. We show that constraining the h,MathEntRuler lexical concept match
2606.19084v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2271,Ring,tion estimation via empirical risk minimization. We first start with the question of inferring the score function of a probability measure $μ$ with density on the flat torus from a sample of distribution,MathEntRuler lexical concept match
2606.19082v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1380,Deformation,"Chiral Packings in Cylinders are Ultrasensitive to Confinement Deformation Sphere packings in circular cylinders have attracted substantial research interest, among which the discovery",MathEntRuler lexical concept match
2606.19077v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1505,Function,"logarithmic nonlinearity. The proof combines the shooting method with suitable auxiliary functions introduced by Tang [{Invent. math.} 243 (2026), 245--291]. A major difficulty arises from the singular behav",MathEntRuler lexical concept match
2606.19077v1,http://example.org/mathkg/Integer,Integer,"n\geq 2, which arises from the logarithmic Schrödinger equation. We prove that for every integer $k\geq 1$, there exists a unique radial solution $u(r)=u(|x|)$ that has exactly $k$ simple zeros for $r>0$. T",MathEntRuler lexical concept match
2606.19077v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1891,Equation,"Uniqueness of bound states to the logarithmic Schrödinger equation This paper studies the uniqueness of bound states for the problem Δu + u\log u ^2=0, \quad u\in H^1(\RN), \qu",MathEntRuler lexical concept match
2606.19077v1,http://example.org/mathkg/Logarithm,Logarithm,"Uniqueness of bound states to the logarithmic Schrödinger equation This paper studies the uniqueness of bound states for the problem Δu + u\log u ^2=0, \",MathEntRuler lexical concept match
2606.19077v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1168,Line,"2 (2016), 1581--1600] and confirms the Berestycki-Lions conjecture for the logarithmic nonlinearity. The proof combines the shooting method with suitable auxiliary functions introduced by Tang [{Invent. m",MathEntRuler lexical concept match
2606.19077v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E449,Method,"stycki-Lions conjecture for the logarithmic nonlinearity. The proof combines the shooting method with suitable auxiliary functions introduced by Tang [{Invent. math.} 243 (2026), 245--291]. A major difficul",MathEntRuler lexical concept match
2606.19075v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E847,Set,"bounds for multiplier-type operators, which we formulate in both discrete and continuous settings.",MathEntRuler lexical concept match
2606.19075v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2129,Coefficient,"in close to those of the Laplacian, with deviations controlled by a norm of the potential coefficients. Compared with deterministic bounds, this yields a square-root cancellation gain. The proof is based on a ge",MathEntRuler lexical concept match
2606.19075v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1988,Formula,"that randomisation improves operator norm bounds for multiplier-type operators, which we formulate in both discrete and continuous settings.",MathEntRuler lexical concept match
2606.19075v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2410,Probability,"ger operators on closed Riemannian manifolds with Anderson-type potentials. We prove high-probability spectral inclusion bounds showing that eigenvalues remain close to those of the Laplacian, with deviations co",MathEntRuler lexical concept match
2606.19074v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1168,Line,"Multiple positive solutions of a quasilinear Schrödinger-Poisson system with concave and convex nonlinearities In this paper, we consider the quasilinea",MathEntRuler lexical concept match
2606.19071v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1315,Addition,"tively curved manifolds and relate it to the topological entropy of the geodesic flow. In addition, we prove Hofer-stability estimates for finite-level Shannon entropy and derive flexibility and rigidity-type",MathEntRuler lexical concept match
2606.19071v1,http://example.org/mathkg/Equality,Equality,general comparison inequalities and a subexponential length-growth criterion which gives equality beyond the case of vanishing symplectic homology. We also compute the persistent entropy of cotangent disk bu,MathEntRuler lexical concept match
2606.19071v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2114,Number,"code entropy of Çineli--Ginzburg--Gürel, which records the exponential growth rate of the number of not-too-short bars. We prove that, for Hamiltonian diffeomorphisms, the relative and absolute persistent e",MathEntRuler lexical concept match
2606.19071v1,http://example.org/mathkg/Tangent,Tangent,nd the case of vanishing symplectic homology. We also compute the persistent entropy of cotangent disk bundles of negatively curved manifolds and relate it to the topological entropy of the geodesic flow. In,MathEntRuler lexical concept match
2606.19071v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1168,Line,"etic entropy invariant, called \textit{persistent entropy}, which measures the asymptotic linear growth rate, under iteration, of the Shannon entropy determined by the distribution of finite bar lengths.",MathEntRuler lexical concept match
2606.19071v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1405,Morphism,"ial growth rate of the number of not-too-short bars. We prove that, for Hamiltonian diffeomorphisms, the relative and absolute persistent entropies coincide with the corresponding barcode entropies. For Liouv",MathEntRuler lexical concept match
2606.19071v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1357,Diffeomorphism,"ponential growth rate of the number of not-too-short bars. We prove that, for Hamiltonian diffeomorphisms, the relative and absolute persistent entropies coincide with the corresponding barcode entropies. For Liouv",MathEntRuler lexical concept match
2606.19071v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1317,Comparison,"oincide with the corresponding barcode entropies. For Liouville domains, we prove general comparison inequalities and a subexponential length-growth criterion which gives equality beyond the case of vanishing s",MathEntRuler lexical concept match
2606.19070v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E847,Set,cted resolvent is generally incorrect because the process is not absorbed on the stopping set. The free boundary is formulated through a continuation-side trace condition for the killed potential. Under,MathEntRuler lexical concept match
2606.19070v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1505,Function,"ding reflected Itô--Tanaka identity, prove a killed-resolvent representation of the value function in the continuation region, and show that the unrestricted reflected resolvent is generally incorrect because",MathEntRuler lexical concept match
2606.19070v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1988,Formula,"max-type payoff \(G(x)=x_1\veeαx_2\), and we develop a measure-valued potential-theoretic formulation of the associated obstacle problem. The kink of \(G\) on the diagonal \(x_1=αx_2\) produces a singular su",MathEntRuler lexical concept match
2606.19070v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E887,Graph,"er a vertical monotonicity hypothesis on \(V-G\), the stopping set is shown to have an epigraph form. We finally prove a verification theorem: any admissible epigraph candidate satisfying contact, strict c",MathEntRuler lexical concept match
2606.19070v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1741,Theorem,"-G\), the stopping set is shown to have an epigraph form. We finally prove a verification theorem: any admissible epigraph candidate satisfying contact, strict continuation, reflected Neumann compatibility,",MathEntRuler lexical concept match
2606.19060v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1891,Equation,Delayed blow-up by transport noise for the 3D Navier-Stokes equation with Navier-slip boundary conditions We study the vorticity formulation of the 3D Navier-Stokes equation driv,MathEntRuler lexical concept match
2606.19060v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1988,Formula,the 3D Navier-Stokes equation with Navier-slip boundary conditions We study the vorticity formulation of the 3D Navier-Stokes equation driven by transport noise in a periodic channel with Navier-slip boundar,MathEntRuler lexical concept match
2606.19060v1,http://example.org/mathkg/Limit,Limit,"y effects. The no-flux condition breaks the isotropy of the noise and changes the scaling limit of the Itô-Stratonovich corrector. In the non-degenerate case, a boundary feedback term appears in the limiti",MathEntRuler lexical concept match
2606.19060v1,http://example.org/mathkg/Tangent,Tangent,"-slip boundary conditions. We consider both non-degenerate transport noise and degenerate tangential transport noise. For any prescribed $T>0$ and $ε>0$, we prove that, by choosing the noise intensity suffic",MathEntRuler lexical concept match
2606.19060v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2410,Probability,"nd concentrating the noise on sufficiently high modes, the solution exists up to $T$ with probability at least $1-ε$. A main contribution of this work is to identify and analyze the interaction between enhanced",MathEntRuler lexical concept match
2606.19059v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1168,Line,introduce a novel P2G algorithm that achieves up to 16$\times$ speedup compared to a baseline GPU implementation. The overall Ewald sum code processes approximately 8 million particles per second on a H2,MathEntRuler lexical concept match
2606.19059v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E449,Method,"rtable fast Ewald summation for Stokes flow We present GPU algorithms for Ewald summation methods for accelerating N-body Stokes flow problems in periodic domains. Like most N-body codes, Ewald sums use a n",MathEntRuler lexical concept match
2606.19054v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1988,Formula,"for Quasi-coherent Stacks"", finding in this formal moduli problem, a compact yet holistic formulation via perverse intersection complexes of P. Deligne. This algebraico-geometric perspective paired with a sy",MathEntRuler lexical concept match
2606.19054v1,http://example.org/mathkg/Series,Series,"n accepted by the doctoral thesis committee, is intended both to lay the groundwork for a series of papers, and to confirm the existence of a first proposed solution to the ""Dual Amplituhedron"" problem pose",MathEntRuler lexical concept match
2606.19054v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1168,Line,"ntial Cohesion of B. Lawvere and U. Schreiber, subsumes infinitesimal thickenings, crystalline cohomology of De Rham stacks, the ""Modalities of Structured Geometries"" and the unification of their cohomolo",MathEntRuler lexical concept match
2606.19054v1,http://example.org/mathkg/Volume,Volume,"functor between infinity topoï, possesses a concrete non-trivial dual, and has a De Rham volume, facts of interest for the expected Duality between the Standard Model of particles and String Theory. This n",MathEntRuler lexical concept match
2606.19054v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1362,Duality,"ebraic Geometry of J. Lurie on ""structured"" spaces and a categorification of his ""Tannaka Duality for Quasi-coherent Stacks"", finding in this formal moduli problem, a compact yet holistic formulation via per",MathEntRuler lexical concept match
2606.19054v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1310,Intersection,""", finding in this formal moduli problem, a compact yet holistic formulation via perverse intersection complexes of P. Deligne. This algebraico-geometric perspective paired with a synthetic differential-geometric",MathEntRuler lexical concept match
2606.19054v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2,Algebra,"n and performing the singular gluing of its positroid varieties in a new way via Spectral Algebraic Geometry of J. Lurie on ""structured"" spaces and a categorification of his ""Tannaka Duality for Quasi-cohere",MathEntRuler lexical concept match
2606.19054v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E3,Geometry,"Brave new categorical spectral positive Schubert geometry and the categorical Dual Amplituhedron This ArXiv preprint of my doctoral dissertation, which, at this stage,",MathEntRuler lexical concept match
2606.19054v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2271,Ring,"kani-Hamed and J. Trnka, a mathematical object which encapsulate the calculation of scattering amplitudes in high-energy particle colliders. The first part of this thesis deals with a rewriting of the pos",MathEntRuler lexical concept match
2606.19050v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E847,Set,". Most existing methods for minimax problems address unconstrained or projection-friendly settings, while functional constrained minimax problems remain far less explored. We study a class of convex-(str",MathEntRuler lexical concept match
2606.19050v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1505,Function,"First-Order Methods for Solving Convex (Strongly) Concave Minimax Problems with Functional Constraints Minimax problems arise in many applications, including robust learning and Stackelberg models.",MathEntRuler lexical concept match
2606.19050v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1988,Formula,e. This allows us to efficiently obtain inexact gradients of the primal function of the reformulation and to design a proximal augmented Lagrangian method (PALM). Each PALM subproblem is solved by an inexact,MathEntRuler lexical concept match
2606.19050v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E293,Point,"ry maximization subproblem. We show that the proposed method returns an $\varepsilon$-KKT point and a primal $\varepsilon$-optimal solution, with $\tilde{\mathcal{O}}(\varepsilon^{-1})$ first-order oracle",MathEntRuler lexical concept match
2606.19050v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1362,Duality,"vex-(strongly-)concave minimax problems with functional constraints. By exploiting strong duality, we incorporate the inner-maximization functional constraints into the objective. This allows us to efficient",MathEntRuler lexical concept match
2606.19050v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E449,Method,First-Order Methods for Solving Convex (Strongly) Concave Minimax Problems with Functional Constraints Minimax problems arise in,MathEntRuler lexical concept match
2606.19050v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1700,Gradient,n functional constraints into the objective. This allows us to efficiently obtain inexact gradients of the primal function of the reformulation and to design a proximal augmented Lagrangian method (PALM). Eac,MathEntRuler lexical concept match
2606.19045v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1505,Function,"ty properties are rigorously investigated through Jacobian analysis, logarithmic Lyapunov functionals, and a fractional LaSalle invariance principle. To approximate the model, a $θ$-weighted nonstandard finit",MathEntRuler lexical concept match
2606.19045v1,http://example.org/mathkg/Equality,Equality,"proven through an integrated formulation of the MLCF operator and a fractional Gronwall inequality. The basic reproduction number $\mathcal{R}_0$, equilibrium points, and their local and global stability prop",MathEntRuler lexical concept match
2606.19045v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1202,Inequality,"e proven through an integrated formulation of the MLCF operator and a fractional Gronwall inequality. The basic reproduction number $\mathcal{R}_0$, equilibrium points, and their local and global stability prop",MathEntRuler lexical concept match
2606.19045v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2114,Number,"ulation of the MLCF operator and a fractional Gronwall inequality. The basic reproduction number $\mathcal{R}_0$, equilibrium points, and their local and global stability properties are rigorously investiga",MathEntRuler lexical concept match
2606.19045v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1988,Formula,"ynamics. The positivity and boundedness of the solutions are proven through an integrated formulation of the MLCF operator and a fractional Gronwall inequality. The basic reproduction number $\mathcal{R}_0$,",MathEntRuler lexical concept match
2606.19045v1,http://example.org/mathkg/Logarithm,Logarithm,"al and global stability properties are rigorously investigated through Jacobian analysis, logarithmic Lyapunov functionals, and a fractional LaSalle invariance principle. To approximate the model, a $θ$-weight",MathEntRuler lexical concept match
2606.19045v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E293,Point,"ractional Gronwall inequality. The basic reproduction number $\mathcal{R}_0$, equilibrium points, and their local and global stability properties are rigorously investigated through Jacobian analysis, loga",MathEntRuler lexical concept match
2606.19045v1,http://example.org/mathkg/Variance,Variance,"d through Jacobian analysis, logarithmic Lyapunov functionals, and a fractional LaSalle invariance principle. To approximate the model, a $θ$-weighted nonstandard finite difference (NSFD) method is developed.",MathEntRuler lexical concept match
2606.19045v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E449,Method,"principle. To approximate the model, a $θ$-weighted nonstandard finite difference (NSFD) method is developed. This method preserves the continuous system's key qualitative properties, including positivity",MathEntRuler lexical concept match
2606.19032v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E847,Set,of daisy cubes Daisy cubes are partial cubes whose vertices can be represented by a down-set of a Boolean lattice. This paper gives a label-free characterization: a finite partial cube is a daisy cube i,MathEntRuler lexical concept match
2606.19032v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1988,Formula,ns recognition into a condition on the halfspace structure and gives an exact obstruction formulation: the minimal forbidden pc-minors for daisy cubes are precisely the pc-minor-minimal partial cubes contain,MathEntRuler lexical concept match
2606.19032v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E887,Graph,"give an infinite product family of such obstructions. For all $r\ge 2$ and $s\ge 1$, the graph obtained from $P_3^{\square r}\sq Q_s$ by deleting the two opposite corners is a minimal forbidden partial cu",MathEntRuler lexical concept match
2606.19032v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2271,Ring,Peripheral \texorpdfstring{$Θ$}{Theta}-classes and forbidden partial cube-minors of daisy cubes Daisy cubes are partial cubes whose vert,MathEntRuler lexical concept match
2606.19028v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2145,Group,spect to the action of the Cartan subalgebra and which admit a grading by a finite cyclic group corresponding to the rank of the module.,MathEntRuler lexical concept match
2606.19028v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2,Algebra,-modules that are torsion-free of finite rank with respect to the action of the Cartan subalgebra and which admit a grading by a finite cyclic group corresponding to the rank of the module.,MathEntRuler lexical concept match
2606.19022v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1324,Map,"On the pre-Schwarzian norm estimate of special close-to-convex harmonic mappings In this article, we consider a class of close-to-convex harmonic mappings with special analytic part in",MathEntRuler lexical concept match
2606.19022v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1375,Distortion,"of harmonic Bloch mapping for the considered class. Moreover, we discuss some growth and distortion theorems for analytic and co-analytic parts of such harmonic mappings.",MathEntRuler lexical concept match
2606.19022v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1741,Theorem,"c Bloch mapping for the considered class. Moreover, we discuss some growth and distortion theorems for analytic and co-analytic parts of such harmonic mappings.",MathEntRuler lexical concept match
2606.19018v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1505,Function,"ameter, which can change its value along the branch. A new class of density and Bernoulli functions is presented, for which laminar flows generate global bifurcation branches. The laminar flows are not necess",MathEntRuler lexical concept match
2606.19018v1,http://example.org/mathkg/Variable,Variable,Global branches of Stokes waves of variable period on stratified fluids We consider stratified steady water waves in a two dimensional channel. Our subje,MathEntRuler lexical concept match
2606.19018v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2134,Constant,"kes waves, bifurcating from laminar flows. We assume that the mass flux and the Bernoulli constant are fixed and consider the period of the wave as a parameter, which can change its value along the branch. A",MathEntRuler lexical concept match
2606.19018v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2106,Dimension,"f variable period on stratified fluids We consider stratified steady water waves in a two dimensional channel. Our subject is branches of Stokes waves, bifurcating from laminar flows. We assume that the mass f",MathEntRuler lexical concept match
2606.19017v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E847,Set,"tic foundation for finite probabilistic programming. In this paper, we present a complete set of axioms for their semantics in terms of Markov kernels. Our approach is based on two intermediate results:",MathEntRuler lexical concept match
2606.19017v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2271,Ring,"abilistic Boolean Tapes Probabilistic Boolean circuits have recently been proposed as a string-diagrammatic foundation for finite probabilistic programming. In this paper, we present a complete set of axi",MathEntRuler lexical concept match
2606.19015v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1505,Function,"sk $\mathbb{D}=\{z\in\mathbb{C}: |z|<1\}.$ Then we obtain pre-Schwarzian norm estimate of functions in the class. Next, we show that functions in the considered class are univalent and close-to-convex. Moreov",MathEntRuler lexical concept match
2606.19015v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2129,Coefficient,"ted analytic and co-analytic parts of harmonic mappings in the class. At last, we present coefficient estimate for the analytic part.",MathEntRuler lexical concept match
2606.19015v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1324,Map,"Pre-Schwarzian norm estimate and characterization of certain harmonic mappings In this article, we consider certain class of harmonic mappings defined in the unit disk $\mathbb{D}=\{z",MathEntRuler lexical concept match
2606.19015v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1375,Distortion,"considered class are univalent and close-to-convex. Moreover, we discuss some growth and distortion theorems for associated analytic and co-analytic parts of harmonic mappings in the class. At last, we present",MathEntRuler lexical concept match
2606.19015v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1741,Theorem,"class are univalent and close-to-convex. Moreover, we discuss some growth and distortion theorems for associated analytic and co-analytic parts of harmonic mappings in the class. At last, we present coeffic",MathEntRuler lexical concept match
2606.19014v1,http://example.org/mathkg/Integral,Integral,"called {\em balanced Hamiltonians}, recently introduced by the authors in connection with integrals of motion, is discussed in details.",MathEntRuler lexical concept match
2606.19014v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1361,Motion,"alanced Hamiltonians}, recently introduced by the authors in connection with integrals of motion, is discussed in details.",MathEntRuler lexical concept match
2606.19014v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1374,Join,"A quantum-like model of political consensus via non self-adjoint Hamiltonians We discuss here how non self-adjoint Hamiltonians, and their related Heisenberg-like dynamics,",MathEntRuler lexical concept match
2606.19014v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2271,Ring,"ciency, competence and coherence of the coalition $\C$, as these are perceived by $\Sc$ during their action while governing. After a rather general introduction we propose three specific models, and we de",MathEntRuler lexical concept match
2606.19008v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1505,Function,"of modular forms to establish Ramanujan-type congruences for a broad class of generating functions, including eta-quotients, weakly holomorphic modular forms, and mock modular forms. As applications, our exp",MathEntRuler lexical concept match
2606.19008v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2452,Relation,"valued sequence $\{a(n)\}_{n\geq 0}$ and a prime $\ell$, a Ramanujan-type congruence is a relation of the form $a(\ell n-δ_{\ell})\equiv 0\pmod\ell$, where $δ_{\ell}$ is a specific shift. In this paper, we pr",MathEntRuler lexical concept match
2606.19008v1,http://example.org/mathkg/Integer,Integer,"Explicit constructions for Ramanujan-type congruences For an integer-valued sequence $\{a(n)\}_{n\geq 0}$ and a prime $\ell$, a Ramanujan-type congruence is a relation of the for",MathEntRuler lexical concept match
2606.19008v1,http://example.org/mathkg/Sequence,Sequence,"Explicit constructions for Ramanujan-type congruences For an integer-valued sequence $\{a(n)\}_{n\geq 0}$ and a prime $\ell$, a Ramanujan-type congruence is a relation of the form $a(\ell n-δ_{\",MathEntRuler lexical concept match
2606.19001v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1505,Function,"oup on the extended Siegel-Jacobi space and equations of motion attached Using the energy function on the extended Siegel-Jacobi upper half space of order $n$, $\tilde{\mathcal{X}}^J_n$, with $n\in \mathbb{N}",MathEntRuler lexical concept match
2606.19001v1,http://example.org/mathkg/Variable,Variable,"er $n$, $\tilde{\mathcal{X}}^J_n$, with $n\in \mathbb{N}$, the equations of motion in the variables $(x,y,q,p,κ)$ attached to linear Hamiltonians in the generators of the real Jacobi group $G^J_n(\mathbb{R})$",MathEntRuler lexical concept match
2606.19001v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1891,Equation,"miltonians in generators of the real Jacobi group on the extended Siegel-Jacobi space and equations of motion attached Using the energy function on the extended Siegel-Jacobi upper half space of order $n$, $\",MathEntRuler lexical concept match
2606.19001v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1693,Vector,"where $x,y$ are symmetric matrices in $\mathcal{M}(n,\mathbb{R})$ and $p,q$ are real $n$-vectors. The case $n=1$ is presented separately.",MathEntRuler lexical concept match
2606.19001v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1168,Line,Linear Hamiltonians in generators of the real Jacobi group on the extended Siegel-Jacobi space and equations of mo,MathEntRuler lexical concept match
2606.19001v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2145,Group,Linear Hamiltonians in generators of the real Jacobi group on the extended Siegel-Jacobi space and equations of motion attached Using the energy function on the extende,MathEntRuler lexical concept match
2606.19001v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1361,Motion,"generators of the real Jacobi group on the extended Siegel-Jacobi space and equations of motion attached Using the energy function on the extended Siegel-Jacobi upper half space of order $n$, $\tilde{\math",MathEntRuler lexical concept match
2606.18999v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1988,Formula,Schneider--Teitelbaum Duality over a Non-spherically Complete Field We formulate Schneider--Teitelbaum duality between wide classes of Banach $k$-linear representations of $G$ and left $O_,MathEntRuler lexical concept match
2606.18999v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1168,Line,"plete Field We formulate Schneider--Teitelbaum duality between wide classes of Banach $k$-linear representations of $G$ and left $O_k[[G]]$-modules for a non-spherically complete field $k$, e.g.\ $\mathbb",MathEntRuler lexical concept match
2606.18999v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2145,Group,"$-modules for a non-spherically complete field $k$, e.g.\ $\mathbb{C}_p$, and a profinite group $G$. We interpret a topological notion of a weak variant of irreducibility of a Banach $k$-linear representat",MathEntRuler lexical concept match
