arxiv_id,concept_iri,canonical_label,usage_context,extraction_rule
2606.18880v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2145,Group,"The study of word maps and Waring-like problems has been widely pursued for finite simple groups, algebraic groups, and Lie groups. In this article, we study Engel word maps $e_{m}(x, y) = \left[\cdots\lef",MathEntRuler lexical concept match
2606.18880v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1324,Map,"rds on $\mathrm{SL}_2(\mathcal{O})$ and $\mathrm{PSL}_2(\mathcal{O}_2)$ The study of word maps and Waring-like problems has been widely pursued for finite simple groups, algebraic groups, and Lie groups.",MathEntRuler lexical concept match
2606.18880v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2186,Linear group,"rd maps $e_{m}(x, y) = \left[\cdots\left[[x, y], y \right], \cdots, y \right]$ on certain linear groups over local rings, namely, $\mathrm{SL}_2(\mathcal R)$ and $\mathrm{PSL}_2(\mathcal R)$. We consider the comm",MathEntRuler lexical concept match
2606.18880v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2,Algebra,"y of word maps and Waring-like problems has been widely pursued for finite simple groups, algebraic groups, and Lie groups. In this article, we study Engel word maps $e_{m}(x, y) = \left[\cdots\left[[x, y],",MathEntRuler lexical concept match
2606.18880v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2217,Simple group,"O}_2)$ The study of word maps and Waring-like problems has been widely pursued for finite simple groups, algebraic groups, and Lie groups. In this article, we study Engel word maps $e_{m}(x, y) = \left[\cdots\lef",MathEntRuler lexical concept match
2606.18880v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2271,Ring,"thrm{SL}_2(\mathcal{O})$ and $\mathrm{PSL}_2(\mathcal{O}_2)$ The study of word maps and Waring-like problems has been widely pursued for finite simple groups, algebraic groups, and Lie groups. In this art",MathEntRuler lexical concept match
2606.18880v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2288,Principal ideal ring,"hcal R)$. We consider the commutative ring $\mathcal {R} $ to be either a complete, local principal ideal ring $\mathcal O$, or a local principal ideal ring of finite length $\mathcal O_\ell$. Suppose the characteristic",MathEntRuler lexical concept match
2606.18880v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2299,Commutative ring,"gs, namely, $\mathrm{SL}_2(\mathcal R)$ and $\mathrm{PSL}_2(\mathcal R)$. We consider the commutative ring $\mathcal {R} $ to be either a complete, local principal ideal ring $\mathcal O$, or a local principal ideal",MathEntRuler lexical concept match
2606.18879v1,http://example.org/mathkg/Equality,Equality,"Polyconvexity implies Hill's inequality in ${\rm SL}(2)$ For compressible nonlinear isotropic elasticity it is well known that rank-one convexity, po",MathEntRuler lexical concept match
2606.18879v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1202,Inequality,"Polyconvexity implies Hill's inequality in ${\rm SL}(2)$ For compressible nonlinear isotropic elasticity it is well known that rank-one convexity, po",MathEntRuler lexical concept match
2606.18879v1,http://example.org/mathkg/Logarithm,Logarithm,"exity, polyconvexity and the monotonicity of the Cauchy stress tensor with respect to the logarithmic stretch tensor (the true stress-true strain monotonicity, TSTS-M$^+$) are independent constitutive conditio",MathEntRuler lexical concept match
2606.18879v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1168,Line,"Polyconvexity implies Hill's inequality in ${\rm SL}(2)$ For compressible nonlinear isotropic elasticity it is well known that rank-one convexity, polyconvexity and the monotonicity of the Ca",MathEntRuler lexical concept match
2606.18879v1,http://example.org/mathkg/Mean,Mean,"constitutive conditions which should, however, all together be satisfied for a physically meaningful description of idealized elastic materials. In the incompressible case, TSTS-M$^+$ turns into Hill's in",MathEntRuler lexical concept match
2606.18879v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2106,Dimension,one convexity) and polyconvexity imply the weak Hill inequality in the incompressible two-dimensional case.,MathEntRuler lexical concept match
2606.18877v1,http://example.org/mathkg/Expression,Expression,"intwise bounds for both the solution density and its gradient. Then we derive an explicit expression for the stationary density and show that it satisfies logarithmic Sobolev and Poincaré inequalities. Finally,",MathEntRuler lexical concept match
2606.18877v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1891,Equation,"ein-Uhlenbeck process. We develop a comprehensive theoretical framework for this class of equations. First, we establish strong well-posedness and derive optimal Gaussian pointwise bounds for both the solutio",MathEntRuler lexical concept match
2606.18877v1,http://example.org/mathkg/Logarithm,Logarithm,"en we derive an explicit expression for the stationary density and show that it satisfies logarithmic Sobolev and Poincaré inequalities. Finally, we prove exponential convergence to equilibrium in the \(χ^2\)-",MathEntRuler lexical concept match
2606.18877v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E293,Point,"class of equations. First, we establish strong well-posedness and derive optimal Gaussian pointwise bounds for both the solution density and its gradient. Then we derive an explicit expression for the stat",MathEntRuler lexical concept match
2606.18877v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1168,Line,Ergodic Properties of Non-Linear Density-Dependent Perturbations of the Ornstein-Uhlenbeck Process The present paper considers McKean-Vlasov,MathEntRuler lexical concept match
2606.18877v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1700,Gradient,edness and derive optimal Gaussian pointwise bounds for both the solution density and its gradient. Then we derive an explicit expression for the stationary density and show that it satisfies logarithmic Sobo,MathEntRuler lexical concept match
2606.18866v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1315,Addition,"nge of scales between the central limit theorem and the law of large numbers, without the additional lower rate restriction required in several earlier works. We also derive a uniform Berry--Esseen bound of o",MathEntRuler lexical concept match
2606.18866v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2114,Number,"iple over the full range of scales between the central limit theorem and the law of large numbers, without the additional lower rate restriction required in several earlier works. We also derive a uniform B",MathEntRuler lexical concept match
2606.18866v1,http://example.org/mathkg/Limit,Limit,"e obtain a moderate deviation principle over the full range of scales between the central limit theorem and the law of large numbers, without the additional lower rate restriction required in several earli",MathEntRuler lexical concept match
2606.18866v1,http://example.org/mathkg/Sequence,Sequence,"roof is based on a martingale decomposition and asymptotic results for martingales. As consequences, we obtain a moderate deviation principle over the full range of scales between the central limit theorem an",MathEntRuler lexical concept match
2606.18866v1,http://example.org/mathkg/Series,Series,"Cramér-Type Moderate Deviations for Engel's Series via a Martingale Approach Let $x$ be uniformly distributed on $(0,1)$, and let $(q_n)_{n\geq1}$ be the digits",MathEntRuler lexical concept match
2606.18866v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1833,The law of large numbers,"e deviation principle over the full range of scales between the central limit theorem and the law of large numbers, without the additional lower rate restriction required in several earlier works. We also derive a uniform Be",MathEntRuler lexical concept match
2606.18866v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1853,Limit theorem,"e obtain a moderate deviation principle over the full range of scales between the central limit theorem and the law of large numbers, without the additional lower rate restriction required in several earlier works",MathEntRuler lexical concept match
2606.18866v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1856,Central limit theorem,"ences, we obtain a moderate deviation principle over the full range of scales between the central limit theorem and the law of large numbers, without the additional lower rate restriction required in several earlier works",MathEntRuler lexical concept match
2606.18866v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1741,Theorem,"in a moderate deviation principle over the full range of scales between the central limit theorem and the law of large numbers, without the additional lower rate restriction required in several earlier works",MathEntRuler lexical concept match
2606.18863v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1988,Formula,"ictive Control (NMPC) schemes based on Finite-Gain Stability (FGS) concepts. The proposed formulation considers the case where the plant is affected by unknown but bounded disturbances, which renders difficu",MathEntRuler lexical concept match
2606.18863v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1168,Line,to NMPC Design: the Extended Version This paper proposes a novel approach to design of Nonlinear Model Predictive Control (NMPC) schemes based on Finite-Gain Stability (FGS) concepts. The proposed formula,MathEntRuler lexical concept match
2606.18863v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E449,Method,"gn. Based on FGS conditions for a closed-loop system, we develop a systematic NMPC design methodology, allowing us to choose the relevant NMPC parameters that lead to closed-loop FGS and provide a satisfact",MathEntRuler lexical concept match
2606.18859v1,http://example.org/mathkg/Element,Element,"congruence conditions, and yield a deterministic witness-selection rule. Alongside, three elementary arithmetic filters (mod 6, a (-3) quadratic-residue sieve, and a mod-7 forbidden-class test) remove about",MathEntRuler lexical concept match
2606.18859v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2114,Number,"= 3m(m+1) + 1 with m = 2^a 3^b - 1, a,b in N*, a 3-smooth slice of the centred hexagonal numbers 3m^2 + 3m + 1 = (m+1)^3 - m^3, from the point of view of unconditional primality certification via the Pockl",MathEntRuler lexical concept match
2606.18859v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E293,Point,"a 3-smooth slice of the centred hexagonal numbers 3m^2 + 3m + 1 = (m+1)^3 - m^3, from the point of view of unconditional primality certification via the Pocklington-Lehmer criterion. The 3-smoothness of m+",MathEntRuler lexical concept match
2606.18830v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1505,Function,"is studies how these parameters impact optimal values. Instead of analyzing the objective function, we shift the focus to the optimal values of the variables. Three types of linear modifications are considere",MathEntRuler lexical concept match
2606.18830v1,http://example.org/mathkg/Variable,Variable,Analyzing changes in optimal variables in linear programming with uncertain parameters Linear problems often include many parameters that may be un,MathEntRuler lexical concept match
2606.18830v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1703,Matrix,"ifications are considered: on the cost vector, the right-hand side, and on the constraint matrix. Several theorems establish properties of these modifications, including conditions for continuity of optimal",MathEntRuler lexical concept match
2606.18830v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1693,Vector,"values of the variables. Three types of linear modifications are considered: on the cost vector, the right-hand side, and on the constraint matrix. Several theorems establish properties of these modificati",MathEntRuler lexical concept match
2606.18830v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1168,Line,Analyzing changes in optimal variables in linear programming with uncertain parameters Linear problems often include many parameters that may be uncertain.,MathEntRuler lexical concept match
2606.18830v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1741,Theorem,"onsidered: on the cost vector, the right-hand side, and on the constraint matrix. Several theorems establish properties of these modifications, including conditions for continuity of optimal variable values,",MathEntRuler lexical concept match
2606.18818v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1891,Equation,"m.The resulting dynamics is shown to be a port-Hamiltonian system of partial differential equations, involving ordinary physical time as well 'algorithmic' time. Convergence to the optimal control solution is",MathEntRuler lexical concept match
2606.18818v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1988,Formula,timal control by primal-dual gradient dynamics This note generalizes the port-Hamiltonian formulation of the continuous time primal-dual gradient algorithm for static constrained convex optimization to the c,MathEntRuler lexical concept match
2606.18818v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E408,Control problem,"-dual gradient algorithm for static constrained convex optimization to the convex optimal control problem.The resulting dynamics is shown to be a port-Hamiltonian system of partial differential equations, involving",MathEntRuler lexical concept match
2606.18818v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1700,Gradient,Sub-optimal control by primal-dual gradient dynamics This note generalizes the port-Hamiltonian formulation of the continuous time primal-dual gradient a,MathEntRuler lexical concept match
2606.18817v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1505,Function,"lows us to prove the existence of a solution of the minimization problem for the Tikhonov functional. As a consequence, the existence of a quasi-solution to the inverse problem is established. Furthermore, a",MathEntRuler lexical concept match
2606.18817v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2452,Relation,wn that the study of vibration characteristics at the tip of the micro-cantilever and its relationship to the sample plays a very important role in improving the resolution of an Atomic Force Microscopy (AFM),MathEntRuler lexical concept match
2606.18817v1,http://example.org/mathkg/Expression,Expression,"nce of a quasi-solution to the inverse problem is established. Furthermore, a vector form expression for the Frechet gradient of the Tikhonov functional is derived, and the Lipschitz continuity of the Frechet g",MathEntRuler lexical concept match
2606.18817v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1693,Vector,"ed outputs $w_{\ell}(t):=u(\ell,t)$ and $θ_{\ell}(t):=u_x(\ell,t)$. It is proved that the vector-form input-output map $\mathcal{P}:=\left (Φ, Ψ\right )$, with $\left (Φq \right )(t):=u(0,t;q)$ and $\left (",MathEntRuler lexical concept match
2606.18817v1,http://example.org/mathkg/Sequence,Sequence,"existence of a solution of the minimization problem for the Tikhonov functional. As a consequence, the existence of a quasi-solution to the inverse problem is established. Furthermore, a vector form expressi",MathEntRuler lexical concept match
2606.18817v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E449,Method,his crucial property ensures the monotonic behavior of iterative gradient-based numerical methods.,MathEntRuler lexical concept match
2606.18817v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1324,Map,"u(\ell,t)$ and $θ_{\ell}(t):=u_x(\ell,t)$. It is proved that the vector-form input-output map $\mathcal{P}:=\left (Φ, Ψ\right )$, with $\left (Φq \right )(t):=u(0,t;q)$ and $\left (Ψq\right )(t):=u_x(0,t",MathEntRuler lexical concept match
2606.18817v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1700,Gradient,"the inverse problem is established. Furthermore, a vector form expression for the Frechet gradient of the Tikhonov functional is derived, and the Lipschitz continuity of the Frechet gradient is rigorously pro",MathEntRuler lexical concept match
2606.18815v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1891,Equation,"the exact solution and the tamed Euler solution for McKean-Vlasov stochastic differential equations driven by Lévy noise. First, we establish exponential ergodicity for both the original equation and the tame",MathEntRuler lexical concept match
2606.18815v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E449,Method,"t, we establish exponential ergodicity for both the original equation and the tamed Euler method. Then we prove the convergence of the numerical invariant measure to the exact invariant measure, which is ob",MathEntRuler lexical concept match
2606.18802v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1301,Operation,"of pseudomanifolds and their subsimplices. Moreover, we formulate mutation and crossover operations on colored graphs. Through the established correspondence among simplicial complexes, colored graphs, and si",MathEntRuler lexical concept match
2606.18802v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1315,Addition,"tation and crossover of them to produce pseudomanifolds exhibiting diverse topologies. In addition, we implement procedures for decomposing the generated simplicial-complex matrices into simplex matrices, rec",MathEntRuler lexical concept match
2606.18802v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1988,Formula,"t encode the simplicial complexes of pseudomanifolds and their subsimplices. Moreover, we formulate mutation and crossover operations on colored graphs. Through the established correspondence among simplicia",MathEntRuler lexical concept match
2606.18802v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1703,Matrix,"exes of pseudomanifolds and their subsimplices, respectively. In this paper, we introduce matrix representations for colored graphs and their associated bubble graphs. By using this correspondence, we defin",MathEntRuler lexical concept match
2606.18802v1,http://example.org/mathkg/Volume,Volume,"ted pseudomanifolds from this information, and computing geometric quantities such as the volume, circumcenter, and dual-simplex volume of each simplex.",MathEntRuler lexical concept match
2606.18802v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E887,Graph,"Mutation and crossover of simplicial complexes Color graphs and their subgraphs, referred to as bubble graphs, correspond bijectively to the simplicial complexes of pse",MathEntRuler lexical concept match
2606.18799v1,http://example.org/mathkg/Element,Element,"uses feedback loops, cascades, selectors, feedforward/override logic, and valve-position elements, but signal selection, pairing, interconnection, and tuning remain heuristic. Nonlinear model predictive con",MathEntRuler lexical concept match
2606.18799v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1301,Operation,"emain heuristic. Nonlinear model predictive control (NMPC) gives a systematic constrained-operation workflow, but requires a maintained nonlinear model, state estimator, and online optimizer. We combine finite",MathEntRuler lexical concept match
2606.18799v1,http://example.org/mathkg/Limit,Limit,A Theory-Guided Advanced Regulatory Control Synthesis for Cooling-Limited Exothermic Semi-Batch Reactors This paper studies theory-guided advanced regulatory control (ARC) synthesis,MathEntRuler lexical concept match
2606.18799v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1168,Line,"elements, but signal selection, pairing, interconnection, and tuning remain heuristic. Nonlinear model predictive control (NMPC) gives a systematic constrained-operation workflow, but requires a maintaine",MathEntRuler lexical concept match
2606.18799v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2271,Ring,"ectors, feedforward/override logic, and valve-position elements, but signal selection, pairing, interconnection, and tuning remain heuristic. Nonlinear model predictive control (NMPC) gives a systematic c",MathEntRuler lexical concept match
2606.18796v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E847,Set,"results on well-filteredness of $T_0$-spaces For a $T_0$-space $X$, let $Q (X)$ be the poset of nonempty compact saturated sets of $X$ with the reverse inclusion order. The space $X$ is said to have pro",MathEntRuler lexical concept match
2606.18796v1,http://example.org/mathkg/Subset,Subset,"$\wedge K$ exists for any $K\in Q(X)$, and (2) for any filtered family $\{K_d : d\in D\}\subseteq Q(X)$ and $x\in X$, if $\bigvee^{\uparrow}_{d\in D}\bigwedge K_d$ exists and $x\not\leq \bigvee^{\uparrow}_",MathEntRuler lexical concept match
2606.18796v1,http://example.org/mathkg/Limit,Limit,"and $x\not\leq \bigvee^{\uparrow}_{d\in D}\bigwedge K_d$, then there is $\varphi\in \prod\limits_{d\in D}\!\!K_d$ and an upper bound $u$ of $\varphi(D)$ such that $x\not\leq u$. In this paper, we prove tha",MathEntRuler lexical concept match
2606.18794v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1301,Operation,"ations, regular triangulations, and quadratic triangulations are preserved under the join operation. As a byproduct, we state the necessary and sufficient condition for the Cartesian product of two Gorenstein",MathEntRuler lexical concept match
2606.18794v1,http://example.org/mathkg/Integer,Integer,"is not necessarily Ehrhart positive. Then we prove that if two lattice polytopes have the integer decomposition property and the spanning property, then their join also has these two properties. However, the",MathEntRuler lexical concept match
2606.18794v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1374,Join,"Ehrhart Theory of the Join of Two Lattice Polytopes Inspired by research on the Cartesian product of two lattice polytopes, this paper i",MathEntRuler lexical concept match
2606.18776v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2114,Number,On the crossing number of knots and links on surface in 3-manifolds We give a lower bound of the crossing number of knots and links,MathEntRuler lexical concept match
2606.18776v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2145,Group,ts and links projected on a 2-sided surface in a 3-manifold using the rank of fundamental groups.,MathEntRuler lexical concept match
2606.18770v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1891,Equation,Computing resonances of perturbed Schrödinger equations: Application to Reissner-Norsdtröm-de Sitter black holes We present a numerical method for computing resonan,MathEntRuler lexical concept match
2606.18770v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2106,Dimension,"dtröm-de Sitter black holes We present a numerical method for computing resonances of one-dimensional Schrödinger equations perturbed by a compactly supported potential, via finding zeros of the Wronskian asso",MathEntRuler lexical concept match
2606.18770v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E449,Method,equations: Application to Reissner-Norsdtröm-de Sitter black holes We present a numerical method for computing resonances of one-dimensional Schrödinger equations perturbed by a compactly supported potentia,MathEntRuler lexical concept match
2606.18768v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E847,Set,"lt moduli spaces. For $λ\in S^1$, we prove that, on any complex analytic subvariety $U\subset S$, the rescaled family $λ\cdotσ_{\mathrm{Dol}}|_U$ is again isomonodromic if $σ_{\mathrm{Dol}}|_U$ is holomo",MathEntRuler lexical concept match
2606.18768v1,http://example.org/mathkg/Subset,Subset,"eault moduli spaces. For $λ\in S^1$, we prove that, on any complex analytic subvariety $U\subset S$, the rescaled family $λ\cdotσ_{\mathrm{Dol}}|_U$ is again isomonodromic if $σ_{\mathrm{Dol}}|_U$ is holomo",MathEntRuler lexical concept match
2606.18768v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1380,Deformation,"Isomonodromic deformations, $\mathbb C^*$-actions, and characterization of non-abelian Noether-Lefschetz loci on Dolbeault moduli space",MathEntRuler lexical concept match
2606.18768v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1741,Theorem,"haracterization of Simpson's non-abelian Noether--Lefschetz locus firstly proved in \cite[Theorem 1.2]{HSJZ}. Namely, if the initial local system underlies a polarized complex variation of Hodge structures,",MathEntRuler lexical concept match
2606.18759v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E449,Method,"rametric Surfaces The concept of geodesic-like curves was introduced by Chen in 2010 as a method for estimating shortest paths (geodesics) on parametric surfaces, with its convergence established theoretica",MathEntRuler lexical concept match
2606.18757v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1891,Equation,ew inverse spectral problem that consists in the recovery of the third-order differential equation from two spectra corresponding to the boundary conditions $y(0) = y(1) = y(2) = 0$ and $y(0) = y'(0) = y(1) =,MathEntRuler lexical concept match
2606.18757v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1703,Matrix,eneral approach that reconstructs higher-order differential operators from the Weyl-Yurko matrix.,MathEntRuler lexical concept match
2606.18757v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E293,Point,"Third-order inverse spectral problem with the three-point boundary conditions In this paper, we study a new inverse spectral problem that consists in the recovery of t",MathEntRuler lexical concept match
2606.18757v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1885,Existence theorem,"ary conditions $y(0) = y(1) = y(2) = 0$ and $y(0) = y'(0) = y(1) = 0$. The uniqueness and existence theorems for the solution are obtained. To prove the results, we treat the inverse problem using a general approach t",MathEntRuler lexical concept match
2606.18757v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1741,Theorem,"ions $y(0) = y(1) = y(2) = 0$ and $y(0) = y'(0) = y(1) = 0$. The uniqueness and existence theorems for the solution are obtained. To prove the results, we treat the inverse problem using a general approach t",MathEntRuler lexical concept match
2606.18754v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2114,Number,"$(0,1)$ that never rises above the line $y=x$. These paths are enumerated by the Catalan numbers and play a central role in enumerative combinatorics. We color the cells of the integer grid in black and wh",MathEntRuler lexical concept match
2606.18754v1,http://example.org/mathkg/Integer,Integer,"n numbers and play a central role in enumerative combinatorics. We color the cells of the integer grid in black and white according to two natural patterns, namely chessboard and column-alternating, and enum",MathEntRuler lexical concept match
2606.18754v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1168,Line,"consisting of $n$ right-steps $(1,0)$ and $n$ up-steps $(0,1)$ that never rises above the line $y=x$. These paths are enumerated by the Catalan numbers and play a central role in enumerative combinatorics",MathEntRuler lexical concept match
2606.18752v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2452,Relation,"with respect to the random field strength, regardless of boundary conditions. Tasaki's correlation inequality for finite-dimensional spin glass models shows that the expectation of the squared replica overlap",MathEntRuler lexical concept match
2606.18752v1,http://example.org/mathkg/Equality,Equality,"t to the random field strength, regardless of boundary conditions. Tasaki's correlation inequality for finite-dimensional spin glass models shows that the expectation of the squared replica overlap is bounded",MathEntRuler lexical concept match
2606.18752v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1202,Inequality,"ect to the random field strength, regardless of boundary conditions. Tasaki's correlation inequality for finite-dimensional spin glass models shows that the expectation of the squared replica overlap is bounded",MathEntRuler lexical concept match
2606.18752v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2134,Constant,n in the Edwards-Anderson (EA) model under random field almost everywhere in the coupling constant space in any dimension. The EA order parameter is represented in terms of the derivative of the free energy d,MathEntRuler lexical concept match
2606.18752v1,http://example.org/mathkg/Derivative,Derivative,"ng constant space in any dimension. The EA order parameter is represented in terms of the derivative of the free energy density with respect to the random field strength, regardless of boundary conditions. Tasa",MathEntRuler lexical concept match
2606.18752v1,http://example.org/mathkg/Limit,Limit,able us to prove that the variance of the replica overlap vanishes in the infinite-volume limit. The self-averaging of the replica bond overlap is proven also in the EA model with Gaussian exchange interac,MathEntRuler lexical concept match
2606.18752v1,http://example.org/mathkg/Volume,Volume,ions enable us to prove that the variance of the replica overlap vanishes in the infinite-volume limit. The self-averaging of the replica bond overlap is proven also in the EA model with Gaussian exchange i,MathEntRuler lexical concept match
2606.18752v1,http://example.org/mathkg/Mean,Mean,ut random field. Short-range spin glass models have been shown to behave differently from mean-field spin glass models with RSB phase.,MathEntRuler lexical concept match
2606.18752v1,http://example.org/mathkg/Variance,Variance,d by the squared EA order parameter. These simple evaluations enable us to prove that the variance of the replica overlap vanishes in the infinite-volume limit. The self-averaging of the replica bond overlap,MathEntRuler lexical concept match
2606.18752v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2106,Dimension,son (EA) model under random field almost everywhere in the coupling constant space in any dimension. The EA order parameter is represented in terms of the derivative of the free energy density with respect to,MathEntRuler lexical concept match
2606.18740v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1741,Theorem,"ar emphasis on Kähler hyperbolic manifolds and bounded symmetric domains. We also discuss theorems regarding the upper bounds for the bottom of the spectrum under Ricci and bisectional curvature assumptions,",MathEntRuler lexical concept match
2606.18736v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E847,Set,x representation acting on $\mathcal{H}\oplus\mathbb{C}$. We study the geometry of the subset $M(\mathcal{H})$ of $\mathcal{B}(\mathcal{H}\oplus\mathbb{C})$ consisting of these block operator matrices. I,MathEntRuler lexical concept match
2606.18736v1,http://example.org/mathkg/Subset,Subset,trix representation acting on $\mathcal{H}\oplus\mathbb{C}$. We study the geometry of the subset $M(\mathcal{H})$ of $\mathcal{B}(\mathcal{H}\oplus\mathbb{C})$ consisting of these block operator matrices. I,MathEntRuler lexical concept match
2606.18736v1,http://example.org/mathkg/Element,Element,{H}\oplus\mathbb{C})$ consisting of these block operator matrices. It is shown that every element corresponding to a non-rotation automorphism is a smooth point of $\mathcal{B}(\mathcal{H}\oplus\mathbb{C})$.,MathEntRuler lexical concept match
2606.18736v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1318,Multiplication,"satisfy a submultiplicativity under a certain composition rule other than usual operator multiplication, and induce a metric on certain subsets of $Aut(B)$ which recover the hyperbolic metric on the Hilbert ball.",MathEntRuler lexical concept match
2606.18736v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1703,Matrix,lbert space $\H\oplus \mathbb{C}$. Any member of $Aut(B)$ admits a natural block operator matrix representation acting on $\mathcal{H}\oplus\mathbb{C}$. We study the geometry of the subset $M(\mathcal{H})$,MathEntRuler lexical concept match
2606.18736v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E293,Point,. It is shown that every element corresponding to a non-rotation automorphism is a smooth point of $\mathcal{B}(\mathcal{H}\oplus\mathbb{C})$. Orthogonality between two such matrices is characterized geome,MathEntRuler lexical concept match
2606.18736v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1168,Line,t ball $B$ of a complex Hilbert space $\H$ by representing each automorphism as a bounded linear operator on the augmented Hilbert space $\H\oplus \mathbb{C}$. Any member of $Aut(B)$ admits a natural bloc,MathEntRuler lexical concept match
2606.18736v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E1405,Morphism,Operator Geometry of Hilbert Ball Automorphisms We consider the operator--theoretic model for the group of biholomorphic automorphisms $Aut(B)$ of the unit,MathEntRuler lexical concept match
2606.18736v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E2145,Group,Geometry of Hilbert Ball Automorphisms We consider the operator--theoretic model for the group of biholomorphic automorphisms $Aut(B)$ of the unit ball $B$ of a complex Hilbert space $\H$ by representing,MathEntRuler lexical concept match
2606.18736v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E3,Geometry,Operator Geometry of Hilbert Ball Automorphisms We consider the operator--theoretic model for the group of biholomorphic automo,MathEntRuler lexical concept match
2606.18730v1,http://cll.niimm.ksu.ru/ontologies/mathematics#E847,Set,") seeks a minimum cost trajectory for an agent that departs from a static depot, visits a set of moving targets, each within one of their assigned time windows, and returns to the depot. In this article,",MathEntRuler lexical concept match
